item,itemLabel,tipo,tipoLabel,coord,inicio,site,gcatholic,bispo,bispoLabel
http://www.wikidata.org/entity/Q867602,Diocese de Campo Limpo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-46.775112002 -23.631167118),1989-03-15T00:00:00Z,https://dcl.org.br,camp6,,
http://www.wikidata.org/entity/Q176888,Diocese de Cruz Alta,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1971-01-01T00:00:00Z,http://www.diocesecruzalta.org.br/,cruz0,,
http://www.wikidata.org/entity/Q869814,Diocese de Itabira-Fabriciano,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1965-01-01T00:00:00Z,https://dioceseitabira.org.br/,itab0,,
http://www.wikidata.org/entity/Q126910890,Diocese de Jaú,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2024-06-26T00:00:00Z,https://diocesejau.org.br/,jauz0,,
http://www.wikidata.org/entity/Q871944,Diocese de Marabá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1969-01-01T00:00:00Z,http://www.diocesedemarilia.org.br/,mara1,,
http://www.wikidata.org/entity/Q872933,Diocese de Naviraí,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2011-01-01T00:00:00Z,http://www.diocesedecoxim.com.br/,navi0,,
http://www.wikidata.org/entity/Q873247,Diocese de Novo Hamburgo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1980-01-01T00:00:00Z,http://www.mitranh.org.br/s2/,nham0,,
http://www.wikidata.org/entity/Q875063,Diocese de Rondonópolis-Guiratinga,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1940-01-01T00:00:00Z,http://www.diocesederondonopolis.org.br/,rond0,,
http://www.wikidata.org/entity/Q876162,Diocese de Santo André,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1954-01-01T00:00:00Z,https://diocesesa.org.br/,zand2,,
http://www.wikidata.org/entity/Q877178,Diocese de Teixeira de Freitas-Caravelas,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://dioceseteixeiradefreitas.com.br/novo/,teix0,,
http://www.wikidata.org/entity/Q676419,Diocese de Óbidos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1957-01-01T00:00:00Z,http://diocesedeobidos.blogspot.com/,obid0,,
http://www.wikidata.org/entity/Q463406,Igreja Ortodoxa Polonesa,http://www.wikidata.org/entity/Q1649443,igreja nacional,,0868-01-01T00:00:00Z,http://www.orthodox.pl/,,,
http://www.wikidata.org/entity/Q463406,Igreja Ortodoxa Polonesa,http://www.wikidata.org/entity/Q2288631,archeparchy,,0868-01-01T00:00:00Z,http://www.orthodox.pl/,,,
http://www.wikidata.org/entity/Q111923688,Prelazia de Roraima,http://www.wikidata.org/entity/Q1081138,patrimônio histórico,Point(-60.665960975 2.818618261),,,,,
http://www.wikidata.org/entity/Q111923688,Prelazia de Roraima,http://www.wikidata.org/entity/Q17305527,Prelazia,Point(-60.665960975 2.818618261),,,,,
